view_link,download_link,title,description,fname,tags
https://soundbible.com/1789-Loud-Bang.html,https://soundbible.com/grab.php?id=1789&type=wav,Loud Bang, Its a loud bang. Be sure to turn the volume up all the way to scare people P,loud bang_411.wav,"['bang', 'blow', 'up', 'gun', 'bomb', 'war', 'terrorist', 'iraq', 'fight', 'destroy', 'disaster', 'bangs', 'blowup', 'scary', 'libya']"
https://soundbible.com/1788-Sniper-Rifle.html,https://soundbible.com/grab.php?id=1788&type=wav,Sniper Rifle, Single shot from a .50 cal. sniper rifle,sniper rifle_412.wav,"['sniper', 'rifle', 'fire', 'shoot', 'gun', '50 cal', 'heavy machine gun', 'heavy fire', 'big gun', 'cannon', 'blast', 'boom', 'shatter', 'heavy arms', 'marines', 'army']"
https://soundbible.com/1787-Annoying-Alarm-Clock.html,https://soundbible.com/grab.php?id=1787&type=wav,Annoying Alarm Clock, Basic loud alarm clock sound. Perfect for early morning.,annoying alarm clock_413.wav,"['Loud', 'Noisy', 'Morning', 'Fire', 'Alarm']"
https://soundbible.com/1786-Laughing-Kookaburra-Birds.html,https://soundbible.com/grab.php?id=1786&type=wav,Laughing Kookaburra Birds, Birds from austrella. I uploaded it here to thanks this site for making there sounds free to be access to all.,laughing kookaburra birds_414.wav,"['Kookaburra', 'birds', 'laughing kookaburras', 'nature', 'animal', 'jungle', 'australia', 'australian', 'outback', 'dacelo', 'kingfisher']"
https://soundbible.com/1785-Skorpion.html,https://soundbible.com/grab.php?id=1785&type=wav,Skorpion, Single fire from a skorpion semi-automatic rifle,skorpion_415.wav,"['gun', 'shoot', 'fire', 'skorpian', 'semi', 'auto', 'shot']"
https://soundbible.com/1784-Baby-Talk.html,https://soundbible.com/grab.php?id=1784&type=wav,Baby Talk, Very cute baby babbling or baby talk sound clip. Baby says 3 sounds.,baby talk_416.wav,"['baby', 'babbling', 'baby talk', 'child talking', 'baby gibberish', 'cute', 'babyish', 'bambino', 'child', 'little angel', 'toddler']"
https://soundbible.com/1783-Fast-Sawing.html,https://soundbible.com/grab.php?id=1783&type=wav,Fast Sawing, Person using a small saw and sawing something fast. Rapid saw or cutting sound effect.,fast sawing_417.wav,"['cutting', 'tree limb', 'cutting limb', 'sawing', 'sawing limb', 'cutting branch', 'branch', 'cutting limb', 'sawing limb', 'bone saw', 'hunting bone saw', 'surgical bone saw', 'medical bone saw', 'autopsy bone saw', 'fast saw', 'sawing fast', 'small saw', 'medium saw']"
https://soundbible.com/1782-Tyrannosaurus-Rex-.html,https://soundbible.com/grab.php?id=1782&type=wav,Tyrannosaurus Rex , Sound of a tyrannosaurus rex roar or roaring 2x. Great for a monster or other sound as well.,tyrannosaurus rex _418.wav,"['dinosaur', 'dino', 'reptile', 'roar', 'dino roar', 'dinosaur roaring', 'animal', 'nature', 'Triassic', 'Jurassic', 'Cretaceous', 'tyrannosaurus rex', 't-rex', 'tyrannosaurus rex roaring', 'tyrannosaurus rex growl']"
https://soundbible.com/1781-Metal-Clang.html,https://soundbible.com/grab.php?id=1781&type=wav,Metal Clang, Nice free metal impact sound effect. Great for a cartoon impact sound effect.,metal clang_419.wav,"['impact', 'metal', 'bang', 'clang', 'frying pan', 'frying pan to face', 'hit with pan', 'hit with object', 'hit with frying pan']"
https://soundbible.com/1780-Bow-Fire-Arrow.html,https://soundbible.com/grab.php?id=1780&type=wav,Bow Fire Arrow, Sound of a hunting bow firing an arrow or bolt at a target. Great for an archery game of movie.,bow fire arrow_420.wav,"['archery', 'arrow', 'atlatl', 'ballista', 'banderilla', 'barong', 'blowgun', 'boomerang', <li><i class=""icofont-sound-wave icofont-1x""></i> <a href=""tags-bow-and-arrow.html"">bow and arrow</a></li>, 'bow and arrow', 'crossbow', 'dart', 'harpoon', 'hatchet', 'machete', 'nunchaku', 'witchblade', 'slingshot']"
https://soundbible.com/1779-Brush-Fire.html,https://soundbible.com/grab.php?id=1779&type=wav,Brush Fire, Sound of a brush fire burning slowly. You can hear the fire crackling and the grass and wood burning.,brush fire_421.wav,"['brush fire', 'flame', 'flaming', 'fire', 'forest fire', 'blaze', 'bonfire', 'campfire', 'charring', 'coals', 'combustion', 'conflagration', 'devouring', 'element', 'embers', 'smoke', 'flames', 'hearth', 'heat', 'holocaust', 'hot spot', 'incandescence', 'inferno', 'luminosity', 'pyre']"
https://soundbible.com/1778-Cow-Moo.html,https://soundbible.com/grab.php?id=1778&type=wav,Cow Moo, Sound of a large cow mooing in a pasture.,cow moo_422.wav,"['cow', 'farm', 'cattle farm', 'cowboy', 'farming', 'pasture', 'bull', 'cattle', 'beasts', 'bovid mammals', 'bulls', 'calves', 'cows', 'dogies', 'herd', 'livestock', 'longhorn', 'moo cows', 'oxen', 'shorthorns', 'stock']"
https://soundbible.com/1777-Dog-Kennel.html,https://soundbible.com/grab.php?id=1777&type=wav,Dog Kennel, Recording of dog kennel from inside and includes dogs barking close and in distance as well as room ambiance,dog kennel_423.wav,"['dog', 'dog kennel', 'dog pound', 'animal control']"
https://soundbible.com/1776-Babbling-Brook.html,https://soundbible.com/grab.php?id=1776&type=wav,Babbling Brook, Sound of a calm and serene babbling brook. Recording of a rivulet of flowing water that joins a river.,babbling brook_424.wav,"['babbling brook', 'brook', 'creek', 'rill', 'rindle', 'river', 'rivulet', 'runnel', 'streamlet', 'watercourse', 'creek', 'water', 'stream', 'calming', 'nature', 'relaxing', 'serene']"
https://soundbible.com/1775-Electronic-Noise.html,https://soundbible.com/grab.php?id=1775&type=wav,Electronic Noise, Electronic Noise or some sort of electronic interference sound effect.,electronic noise_425.wav,"['noise', 'electronic noise', 'electronic', 'interference', 'feedback', 'feedback loop', 'equipment', 'strange', 'pulse']"
https://soundbible.com/1774-Laser-Machine-Gun.html,https://soundbible.com/grab.php?id=1774&type=wav,Laser Machine Gun, Futuristic laser machine gun sound. What machine guns may sound like in the future. Gun cock and then pulse cannon fired many times.,laser machine gun_426.wav,"['laser machine gun', 'laser', 'automatic weapon', 'future weapon', 'future', 'pulse cannon']"
https://soundbible.com/1773-Strong-Punch.html,https://soundbible.com/grab.php?id=1773&type=wav,Strong Punch, Nice strong punch or punching sound effect. Nice for kung fu boxing or other fight scene or game.,strong punch_427.wav,"['fist', 'punch', 'slap', 'sock', 'whip', 'bash', 'biff', 'blow', 'bop', 'boxing', 'clout', 'cuff', 'jab', 'knock', 'lollop', 'poke', 'prod', 'pummel', 'slam', 'slap', 'slug', 'smack', 'smash', 'sock', 'strike', 'stroke', 'thrust', 'thump', 'wallop', 'fight', 'fighting', 'impact', 'smash', 'bang']"
https://soundbible.com/1772-Yoda.html,https://soundbible.com/grab.php?id=1772&type=wav,Yoda, Yoda knows the Force is in you...Vocals highly processed. Nice for sci fi spoof.,yoda_428.wav,"['yoda', 'star', 'wars', 'war', 'darth', 'vader', 'force', 'know', 'succeed', 'evil', 'nice', 'yodas', 'sci fi']"
https://soundbible.com/1771-Laser-Cannon.html,https://soundbible.com/grab.php?id=1771&type=wav,Laser Cannon, Power Up and fire Laser Cannon for sci fi game of video. Nice blaser or laser cannon.,laser cannon_429.wav,"['sci fi', 'death ray', 'laser', 'laser gun', 'ray gun', 'zapping', 'blast', 'star wars']"
https://soundbible.com/1770-Ray-Gun.html,https://soundbible.com/grab.php?id=1770&type=wav,Ray Gun, Super cool stereo ray gun or laser gun blsater sound effect. This would be great for sci fi or other video games and movies.,ray gun_430.wav,"['sci fi', 'death ray', 'laser', 'laser gun', 'ray gun', 'zapping', 'blast', 'star wars']"
https://soundbible.com/1769-Laser-Gun.html,https://soundbible.com/grab.php?id=1769&type=wav,Laser Gun, Laser gun or death ray powering up and firing a blast. Nice sci-fi sound effect.,laser gun_431.wav,"['sci fi', 'death ray', 'laser', 'laser gun', 'ray gun', 'zapping', 'blast']"
https://soundbible.com/1768-Starting-Pistol.html,https://soundbible.com/grab.php?id=1768&type=wav,Starting Pistol, Starting gun being fired marking the beginning of a race.,starting pistol_432.wav,"['sport', 'starting gun', 'starter pistol', 'racing', 'foot race', 'bike race', 'sporting', 'track and field', 'running']"
https://soundbible.com/1767-15-Thousand-People.html,https://soundbible.com/grab.php?id=1767&type=wav,15 Thousand People, 15 Thousand peopl at a large event like a football soccer baseball or other outdoor sporting event,15 thousand people_433.wav,"['crowd', 'people', 'sporting', 'football', 'baseball', 'soccer', 'large crowd']"
https://soundbible.com/1766-Fire-Pager.html,https://soundbible.com/grab.php?id=1766&type=wav,Fire Pager, This is the tone of my fire department pager when we get a fire call,fire pager_434.wav,"['fire', 'pager', 'tone', 'fire alarm', 'emergency', 'danger signal', 'emergency alarm', 'heat sensor', 'smoke alarm', 'smoke detector', 'sprinkler system']"
https://soundbible.com/1765-Glass-Break.html,https://soundbible.com/grab.php?id=1765&type=wav,Glass Break, Glass or winshield breaking on car. Smal crack not a massive shattering sound. Great for a broken glass sound.,glass break_435.wav,"['glass', 'shatter', 'breaking', 'car', 'car wreck', 'crash', 'crack', 'fracture', 'smash', 'wreck', 'destroy', 'disable']"
https://soundbible.com/1764-Cave-In.html,https://soundbible.com/grab.php?id=1764&type=wav,Cave In, Sound of arock slide or cave in. Rocks stones dirt and other debri sliding down a cliff.,cave in_436.wav,"['rock', 'rock slide', 'cave in', 'collapse', 'crumble', 'give in', 'collapse', 'disaster', 'earthquake', 'earth quake']"
https://soundbible.com/1763-Ambience-Casino.html,https://soundbible.com/grab.php?id=1763&type=wav,Ambience Casino, A bit of ambience from a casino or a pool hall. You can hear the slot machine sounds or games. Busy crowd.,ambience casino_437.wav,"['gambling', 'pool hall', 'roadhouse', 'saloon', 'lounge', 'las begas', 'casino', 'ambiance', 'ambience', 'crowd', 'busy']"
https://soundbible.com/1762-Yak-52-Propeller-Plane.html,https://soundbible.com/grab.php?id=1762&type=wav,Yak 52 Propeller Plane, Yak 52 Takeoff. the sound of a Yakovlev 52 or -52 idling and thent taking off from runway. The Yak 52 is an old russian propeller plane.,yak 52 propeller plane_438.wav,"['yak 52', 'air plane', 'plane', 'airplane', 'russian', 'aviation', 'aircraft', 'takeoff', 'propeller plane']"
https://soundbible.com/1761-Glass-Breaking.html,https://soundbible.com/grab.php?id=1761&type=wav,Glass Breaking," Glass breaking sound effect or breaking sound was requested by divya. Could be a house or car window breaking, even a plate or cup at dinner. Nice little shatter sound effect.",glass breaking_439.wav,"['glass breaking', 'breaking glass', 'mirror shattering', 'ugly', 'glass', 'shatter', 'window', 'glass pane', 'mirror', 'mirror break', 'breaking mirror', 'ceramic', 'vase break', 'falling lamp', 'lights out', 'shattering', 'house', 'destroy', 'car wreck', 'car window break', 'shatter car window']"
https://soundbible.com/1760-Hare-Crishna-Street-Chanting.html,https://soundbible.com/grab.php?id=1760&type=wav,Hare Crishna Street Chanting, Hare Crishna Street Chanting in city giving a very tribal ambiance. Nice for ritual video or similar.,hare crishna street chanting_440.wav,"['ritual', 'hare crishna', 'street chant', 'chanting', 'chant', 'tribal chanting', 'indian chanting', 'religious chanting', 'religious', 'magic', 'spells', 'halloween', 'medicine man']"
https://soundbible.com/1759-Spray-Paint-Shake.html,https://soundbible.com/grab.php?id=1759&type=wav,Spray Paint Shake, Sound of someone shaking a bottle of spray paint or other aerosol spray device. You can hear the little ball rolling in the can.,spray paint shake_441.wav,"['shake', 'shaking', 'spray', 'spray paint', 'aerosol spray', 'aerosol can', 'deoderant', 'rattle']"
https://soundbible.com/1758-Door-Entry-Notification.html,https://soundbible.com/grab.php?id=1758&type=wav,Door Entry Notification, An electronic input beep followed by 3 seconds of processing silence and a voice notifying you that you have been detected and recorded,door entry notification_442.wav,"['door', 'sensor', 'alarm', 'voice', 'notification', 'person', 'computer', 'subtle']"
https://soundbible.com/1756-Scary-Ambiance.html,https://soundbible.com/grab.php?id=1756&type=wav,Scary Ambiance, Nice scary sound or horror ambiance sound effect for Halloween or some spooky movie. Super scary and twisted.,scary ambiance_444.wav,"['scary', 'spooky', 'horror', 'halloween', 'evil', 'ambiance', 'cave', 'scared', 'evil']"
https://soundbible.com/1755-Your-Mom.html,https://soundbible.com/grab.php?id=1755&type=wav,Your Mom, A funny robot saying Your Mom. This is me with some effects added. The ultimate come back line.,your mom_445.wav,"['your', 'you', 'mom', 'mother', 'muther', 'sarcastic', 'sassy', 'kid', 'mean', 'your moma']"
https://soundbible.com/1754-Rigid-Dark-Pulse.html,https://soundbible.com/grab.php?id=1754&type=wav,Rigid Dark Pulse, Rigid dark and vibrating dark pulsing sound with a bit of flange to help it move or breathe.,rigid dark pulse_446.wav,"['dark', 'strange', 'evil', 'alien', 'flanger', 'pulse', 'vibrating', 'warp']"
https://soundbible.com/1753-Alien-Siren.html,https://soundbible.com/grab.php?id=1753&type=wav,Alien Siren, A siren with some effects added. Great for an alien world or escape sequence.,alien siren_447.wav,"['siren', 'alert', 'alarm', 'ems', 'emergency', 'emergency room', 'ambulence', 'ambulance', 'police', 'firetruck', 'fire', 'truck', 'medic']"
https://soundbible.com/1752-Davie-Jones.html,https://soundbible.com/grab.php?id=1752&type=wav,Davie Jones, You know that guy from Treasure Island...,davie jones_448.wav,"['davie', 'dave', 'jone', 'jones', 'kill', 'treasure', 'scream', 'pirate', 'pirates', 'gold', 'hear', 'destroy', 'ship', 'arr']"
https://soundbible.com/1751-Evil-Droid.html,https://soundbible.com/grab.php?id=1751&type=wav,Evil Droid, An evil monster or droid talking about destroying you.,evil droid_449.wav,"['evil', 'speech', 'voice', 'monster', 'talk', 'talking', 'destroy', 'destroying', 'destroyer', 'cyborg', 'android', 'clone', 'drone', 'automation', 'bionic person', 'cyborg', 'mechanical person', 'robot']"
https://soundbible.com/1750-Hitting-Metal.html,https://soundbible.com/grab.php?id=1750&type=wav,Hitting Metal, Effect banging on metal with depth,hitting metal_450.wav,"['Metal', 'bing', 'ping', 'smack', 'impact', 'bang', 'pot', 'pan', 'kitchen']"
https://soundbible.com/1749-Buzzsaw.html,https://soundbible.com/grab.php?id=1749&type=wav,Buzzsaw, A buzz saw sound effect its pretty loud though. Original sound edited by Mike Koenig.,buzzsaw_451.wav,"['buzz', 'saw', 'buzzsaw', 'awesome', 'loud', 'cool', 'kewl', 'kill', 'scary']"
https://soundbible.com/1748-Tyrannosaurus-Rex-Roar.html,https://soundbible.com/grab.php?id=1748&type=wav,Tyrannosaurus Rex Roar, Sound of a tyrannosaurus rex roar or roaring. Great for a monster or other sound as well.,tyrannosaurus rex roar_452.wav,"['dinosaur', 'dino', 'reptile', 'roar', 'dino roar', 'dinosaur roaring', 'animal', 'nature', 'Triassic', 'Jurassic', 'Cretaceous', 'tyrannosaurus rex', 't-rex', 'tyrannosaurus rex roaring', 'tyrannosaurus rex growl', 'growling']"
https://soundbible.com/1747-Hockey-Stick-Slap-2.html,https://soundbible.com/grab.php?id=1747&type=wav,Hockey Stick Slap 2, Hockey Stick Sound Effect. This sound is of a hockey player hitting the puck with his stick.,hockey stick slap 2_453.wav,"['hockey', 'hockey puck', 'hockey stick', 'sports', 'sporting event', 'cold']"
https://soundbible.com/1746-Ship-Bell.html,https://soundbible.com/grab.php?id=1746&type=wav,Ship Bell, Ships bell ringing one time with slight resonance as the sound rolls accross the water and through the fog.,ship bell_454.wav,"['large bell', 'antique bell', 'brass bell', 'navy bell', 'ship bell time', 'navy', 'ship', 'boat', 'alarm', 'chime', 'ding', 'dinger', 'gong', 'ringer', 'tocsin', 'toll', 'fog bell', 'water', 'ocean']"
https://soundbible.com/1745-Ship-Brass-Bell.html,https://soundbible.com/grab.php?id=1745&type=wav,Ship Brass Bell, Ships brass bell 8 rings or 4 depending on how you count with slight resonance as the sound rolls accross the water and through the fog.,ship brass bell_455.wav,"['large bell', 'antique bell', 'brass bell', 'navy bell', 'ship bell time', 'navy', 'ship', 'boat', 'alarm', 'chime', 'ding', 'dinger', 'gong', 'ringer', 'tocsin', 'toll', 'fog bell', 'water', 'ocean', 'brass bell', 'nautical bell', 'nautical bell signal']"
https://soundbible.com/1744-Shooting-Star.html,https://soundbible.com/grab.php?id=1744&type=wav,Shooting Star, Sound of a shooting star or bright idea. A twinkle or a sunbeam. Just some soft chimes with effects added.,shooting star_456.wav,"['aurora', 'brightness', 'brilliance', 'bulb', 'candle', 'dawn', 'daybreak', 'daylight', 'daytime', 'flash', 'glare', 'gleam', 'glimmer', 'glint', 'glitter', 'glow', 'illumination', 'lamp', 'lantern', 'lighthouse', 'radiation', 'ray', 'shine', 'sparkle', 'splendor', 'star', 'sun', 'sunbeam', 'sunrise', 'sunshine', 'bright idea']"
https://soundbible.com/1743-Anvil-Impact.html,https://soundbible.com/grab.php?id=1743&type=wav,Anvil Impact, Blacksmith hitting anvil 3 or 4 times in his smithing shed. Metal impact sounds,anvil impact_457.wav,"['anvil', 'farrier', 'horseshoer', 'plover', 'shoer', 'smithy', 'ironsmith', 'blacksmith', 'metal', 'iron']"
https://soundbible.com/1742-Anvil-Impact-1x.html,https://soundbible.com/grab.php?id=1742&type=wav,Anvil Impact 1x, Blacksmith hitting anvil 1 time. You can use your audio editor to replicate this sound over and over.,anvil impact 1x_458.wav,"['anvil', 'farrier', 'horseshoer', 'plover', 'shoer', 'smithy', 'ironsmith', 'blacksmith', 'metal', 'iron']"
https://soundbible.com/1741-Strange-Days.html,https://soundbible.com/grab.php?id=1741&type=wav,Strange Days, Strange and eerie crawling pad with glitches great for a horror flick or halloween themed media.,strange days_459.wav,"['eerie', 'bizarre', 'crawly', 'creepy', 'fantastic', 'fearful', 'frightening', 'ghostly', 'mysterious', 'scary', 'spectral', 'strange', 'supernatural', 'superstitious', 'uncanny', 'unearthly', 'weird']"
https://soundbible.com/1740-Helicopter.html,https://soundbible.com/grab.php?id=1740&type=wav,Helicopter, Sound of a helicopter flying and passing overhead on a battlefield,helicopter_460.wav,"['helicopter', 'battle', 'flying', 'chopper']"
https://soundbible.com/1739-Flute-Tone-.html,https://soundbible.com/grab.php?id=1739&type=wav,Flute Tone , Its a soothing flute tone flute lovers will love it,flute tone _461.wav,['flute']
https://soundbible.com/1738-Little-Demon-Girl-Song.html,https://soundbible.com/grab.php?id=1738&type=wav,Little Demon Girl Song, Scary Demon Girl Sings Song...Good For Horror Theme Songs,little demon girl song_462.wav,"['scary', 'girl', 'little girl', 'demon', 'teddy bear', 'devil', 'monster', 'halloween', 'spooky', 'horror', 'haunted', 'haunted house']"
https://soundbible.com/1737-Turkey-Gobble.html,https://soundbible.com/grab.php?id=1737&type=wav,Turkey Gobble, Turkey gobble gobble gobble sound effect for thanksgiving. Perfect gobbling sound effect for the holidays.,turkey gobble_463.wav,"['gobble', 'turkey gobble', 'turkey', 'turkey gobble noise', 'turkey gobble', 'turkey gobble call', 'turkey call', 'call of turkey']"
https://soundbible.com/1736-Frog.html,https://soundbible.com/grab.php?id=1736&type=wav,Frog, Frogs croaking in a garden with a bit of ambiance created by reverb. Nice bit of frog audio.,frog_464.wav,"['frog', 'frog calls', 'bird', 'animal', 'nature', 'water', 'swamp', 'leopard from calls', 'poison dart frog calls', 'amphibian calls', 'mink frog calls', 'toad', 'toad call']"
https://soundbible.com/1735-Alpaca-Mating-Call.html,https://soundbible.com/grab.php?id=1735&type=wav,Alpaca Mating Call, Sound of an Alpaca Mating Call. Alpaca Vicugna pacos is a domesticated species of South American camelid. It resembles a small llama in appearance.,alpaca mating call_465.wav,"['llamma', 'goat', 'alpaca', 'south america', 'animal', 'nature', 'mating call', 'mating', 'vicugna pacos', 'peru']"
https://soundbible.com/1734-Faulty-Mechanics.html,https://soundbible.com/grab.php?id=1734&type=wav,Faulty Mechanics, Metal and electric mechanical clicking and popping and glitching. Great for a workshop or strange science lab.,faulty mechanics_466.wav,"['faulty mechanics', 'faulty', 'machine', 'factory', 'metal', 'clicking', 'glitching', 'popping', 'workshop']"
https://soundbible.com/1733-Spit-Splat.html,https://soundbible.com/grab.php?id=1733&type=wav,Spit Splat, Spitting or splatting sound effect made by spitting small ammount of water into bathroom sink 1.,spit splat_467.wav,"['spit', 'spitting', 'splat', 'splatting', 'squish']"
https://soundbible.com/1732-Mystic-Chanting-3.html,https://soundbible.com/grab.php?id=1732&type=wav,Mystic Chanting 3, Some kind of mystic chanting,mystic chanting 3_468.wav,"['voice', 'singing', 'chant', 'mysterious', 'mystic']"
https://soundbible.com/1731-Electric-Toothbrush.html,https://soundbible.com/grab.php?id=1731&type=wav,Electric Toothbrush, Me and my little girl brushing her teeth with her new princess electric toothbrush.,electric toothbrush_469.wav,"['electric', 'toothbrush', 'dentist', 'electric toothbrush', 'denal', 'tools']"
https://soundbible.com/1730-ECG.html,https://soundbible.com/grab.php?id=1730&type=wav,ECG, ECG or Electrocardiography sounds and effect requeste by sumith,ecg_470.wav,"['electrocardiography', 'medical', 'doctor', 'heart', 'ecg', 'ekg', 'electrical activity', 'heart', 'hospital', 'life', 'death']"
https://soundbible.com/1729-Little-Girl-Talking.html,https://soundbible.com/grab.php?id=1729&type=wav,Little Girl Talking, My little girl telling me she wants to brush her teeth.,little girl talking_471.wav,"['girl', 'child', 'cute', 'norah', 'daughter', 'baby']"
https://soundbible.com/1728-Spit-Splat-2.html,https://soundbible.com/grab.php?id=1728&type=wav,Spit Splat 2, Spitting or splatting sound effect made by spitting small ammount of water into bathroom sink 2.,spit splat 2_472.wav,"['spit', 'spitting', 'splat', 'splatting', 'squish']"
https://soundbible.com/1727-Karate-Punch-Suspense.html,https://soundbible.com/grab.php?id=1727&type=wav,Karate Punch Suspense," Nice suspenseful ambiance and then punch, like a ninja sneaking up on someone. Could also be used for boxing and kung fu.Karate Whir requested by Brian",karate punch suspense_473.wav,"['karate', 'kung fu', 'karate punch', 'karate kick', 'karate kid', 'karate master', 'fight', 'punch', 'attack', 'hand to hand combat', 'combat', 'battle']"
https://soundbible.com/1726-Karate-Kid-Punch.html,https://soundbible.com/grab.php?id=1726&type=wav,Karate Kid Punch, Sound of a karate kid or master throwing a karate punch. Could also be used for boxing and kung fu.Karate Whir requested by Brian,karate kid punch_474.wav,"['karate', 'kung fu', 'karate punch', 'karate kick', 'karate kid', 'karate master', 'fight', 'punch', 'attack', 'hand to hand combat', 'combat', 'battle', 'karate whir', 'karate chop', 'punching']"
https://soundbible.com/1725-Kung-Fu-Punch.html,https://soundbible.com/grab.php?id=1725&type=wav,Kung Fu Punch, Sound of a karate kid or master throwing a karate punch. Could also be used for boxing and kung fu.Karate Whir requested by Brian,kung fu punch_475.wav,"['karate', 'kung fu', 'karate punch', 'karate kick', 'karate kid', 'karate master', 'fight', 'punch', 'attack', 'hand to hand combat', 'combat', 'battle', 'karate whir', 'karate chop', 'punching']"
https://soundbible.com/1724-Large-Stadium.html,https://soundbible.com/grab.php?id=1724&type=wav,Large Stadium, Large stadium full of people from a rugby soccer baseball or football game. Thousands of people screaming and cheering.,large stadium_476.wav,"['rugby', 'soccer', 'footbal', 'baseball', 'futbol', 'stadium', 'crowd', 'sports', 'sports stadium', 'football stadium', 'baseball']"
https://soundbible.com/1723-Horse-Blow.html,https://soundbible.com/grab.php?id=1723&type=wav,Horse Blow, Sound of a house blowing or exhaling out. Its teh typical lip flapping sound you would associate with a horse.,horse blow_477.wav,"['horse', 'equine', 'animal', 'donkey', 'farm', 'nature', 'barn']"
https://soundbible.com/1722-Cordless-Drill-2.html,https://soundbible.com/grab.php?id=1722&type=wav,Cordless Drill 2, Cordless drill screwing in a screw sound effect. not drilling but screwing sound,cordless drill 2_478.wav,"['drilling', 'drill', 'cordless drill', 'black and decker drill', 'electric drill', 'power tool', 'workshop', 'fixing', 'maintenance']"
https://soundbible.com/1721-Godzilla-Walking.html,https://soundbible.com/grab.php?id=1721&type=wav,Godzilla Walking, Godzilla walking sound effect could also be used for giant walking ogre walking or king kong walking,godzilla walking_479.wav,"['boom', 'walking', 'monster', 'godzilla', 'evil', 'halloween', 'horror', 'godzilla', 'king kong', 'giant', 'giant walking']"
https://soundbible.com/1720-Godzilla-Roar.html,https://soundbible.com/grab.php?id=1720&type=wav,Godzilla Roar, Godzilla roaring 2 times with a bit of reverb to make it sound huge. Nice monster sound effect.,godzilla roar_480.wav,"['monster', 'godzilla', 'roar', 'roaring', 'yelling', 'evil', 'halloween', 'horror', 'godzilla roar', 'king kong']"
https://soundbible.com/1719-Godzilla.html,https://soundbible.com/grab.php?id=1719&type=wav,Godzilla, Godzilla is the King of all Monsters and this is his roar or at least an emulation of it.,godzilla_481.wav,"['monster', 'godzilla', 'roar', 'roaring', 'yelling', 'evil', 'halloween', 'horror', 'godzilla roar', 'king kong']"
https://soundbible.com/1718-Hailstorm.html,https://soundbible.com/grab.php?id=1718&type=wav,Hailstorm, Hailstorm sound effect was requested by sheryl cruz. Nice icey hail coming down in a storm and landing on roof.,hailstorm_482.wav,"['hail', 'hailstorm', 'hail storm', 'storm', 'weather', 'bad weather', 'stormy', 'nature', 'icey', 'snow', 'snowing', 'hail stones', 'severe storm', 'severe weather', 'weather alert', 'ice pellets', 'precipitation']"
https://soundbible.com/1717-Creaking-Door-Spooky.html,https://soundbible.com/grab.php?id=1717&type=wav,Creaking Door Spooky, Best creaking door sound effect. A great squeaking door or scary door opening slowly sound for haunted house or Halloween.,creaking door spooky_483.wav,"['scary door openeing', 'door creaking', 'scary door', 'halloween door', 'door', 'creaking', 'wood creaking', 'creaking wood', 'floorboard creaking', 'spooky Halloween door', 'door groaning', 'wood groaning', 'wood screech', 'squeaky wood', 'old wooden door', 'haunted house door', 'halloween door']"
https://soundbible.com/1716-Mystic-Chanting-4.html,https://soundbible.com/grab.php?id=1716&type=wav,Mystic Chanting 4, Some kind of mystic chanting,mystic chanting 4_484.wav,"['voice', 'singing', 'chant', 'mysterious', 'mystic']"
https://soundbible.com/1715-Wheres-My-Mummy.html,https://soundbible.com/grab.php?id=1715&type=wav,Wheres My Mummy, Little Ghost Girl asking wheres my mummy...Good for horror movies or horror things,wheres my mummy_485.wav,"['Girl', 'Ghost', 'Horror', 'Spooky', 'Voice']"
https://soundbible.com/1714-Baby-Rattle.html,https://soundbible.com/grab.php?id=1714&type=wav,Baby Rattle, Baby rattle sound was requested by Jocelyn.Can be used for a toy or baby rattle maybe even a rattle snake Enjoy.,baby rattle_486.wav,"['baby', 'rattle', 'baby rattle', 'toy rattle', 'play', 'shake', 'shaker']"
https://soundbible.com/1713-Crazy-Brain.html,https://soundbible.com/grab.php?id=1713&type=wav,Crazy Brain, Some super psycho crazy brain mental institution sounding loop or ambiance,crazy brain_487.wav,"['crazy', 'loco', 'halloween', 'horror', 'spooky', 'evil']"
https://soundbible.com/1712-Power-Down.html,https://soundbible.com/grab.php?id=1712&type=wav,Power Down," Power down sound effect is great for a power outage situational sound effect. Sound of a computer, control room, or factory being powered down. Sound requested by Shawn. Thanks Shawn!",power down_488.wav,"['power', 'power outage', 'power failure', 'power down', 'blackout', 'black out', 'power cut', 'power loss', 'shut down', 'turn off', 'power surge', 'electric grid', 'shutdown the grid', 'failing power', 'shutting down']"
https://soundbible.com/1711-Dinosaur.html,https://soundbible.com/grab.php?id=1711&type=wav,Dinosaur, Great dinosaur sounds effects. 3 dinosaurs roar and eat food over a few seconds.,dinosaur_489.wav,"['dinosaur', 'dino', 'reptile', 'roar', 'dino roar', 'dinosaur roaring', 'animal', 'nature', 'Triassic', 'Jurassic', 'Cretaceous']"
https://soundbible.com/1710-Popcorn-Popping.html,https://soundbible.com/grab.php?id=1710&type=wav,Popcorn Popping, I made some popcorn yesterday.,popcorn popping_490.wav,"['pop', 'corn', 'popping', 'microwave', 'butter', 'movies', 'popcorn']"
https://soundbible.com/1709-Horror-Ambiance.html,https://soundbible.com/grab.php?id=1709&type=wav,Horror Ambiance, Great horror movie or game sound effects ambiance. Nice dark sounds echo in and out from zombies or monsters.,horror ambiance_491.wav,"['ambiance', 'monster', 'evil', 'zombie', 'hell', 'demon', 'horror', 'halloween']"
